pokedex_number,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,generation,height_m,weight_kg,is_legendary,moves
170,Chinchou,water,electric,75,38,38,56,56,67,2,0.5,12.0,0,Thunder;Bounce;Psybeam;Round;Double-Edge;Hydro Pump;Volt Switch;Waterfall;Charge Beam;Dazzling Gleam;Brine;Thunderbolt;Water Pulse;Bubble;Take Down;Scald;Icy Wind;Hidden Power;Secret Power;Water Gun;Surf;Discharge;Zap Cannon;Signal Beam;Bubble Beam;Ice Beam;Sucker Punch;Wild Charge;Spark;Facade;Snore;Dive
171,Lanturn,water,electric,125,58,58,76,76,67,2,1.2,22.5,0,Thunder;Bounce;Psybeam;Round;Double-Edge;Hydro Pump;Volt Switch;Charge Beam;Waterfall;Dazzling Gleam;Brine;Thunderbolt;Water Pulse;Bubble;Take Down;Scald;Icy Wind;Hidden Power;Secret Power;Water Gun;Surf;Discharge;Zap Cannon;Signal Beam;Bubble Beam;Ice Beam;Sucker Punch;Wild Charge;Spark;Facade;Snore;Hyper Beam;Aqua Tail;Giga Impact;Dive
172,Pichu,electric,,20,40,15,35,35,60,2,0.3,2.0,0,Thunder;Double Slap;Fake Out;Thunder Shock;Body Slam;Round;Covet;Volt Switch;Double-Edge;Headbutt;Mud-Slap;Charge Beam;Iron Tail;Thunderbolt;Mega Punch;Hidden Power;Secret Power;Thunder Punch;Volt Tackle;Zap Cannon;Signal Beam;Echoed Voice;Mega Kick;Electroweb;Wild Charge;Facade;Snore;Rollout;Uproar
173,Cleffa,fairy,,50,25,28,45,55,15,2,0.3,3.0,0,Hyper Voice;Body Slam;Covet;Zen Headbutt;Dig;Secret Power;Stored Power;Solar Beam;Mega Kick;Psyshock;Round;Headbutt;Mud-Slap;Iron Tail;Signal Beam;Fire Blast;Flamethrower;Echoed Voice;Zap Cannon;Last Resort;Facade;Rollout;Double-Edge;Incinerate;Water Pulse;Pound;Dream Eater;Mega Punch;Psychic;Icy Wind;Hidden Power;Shadow Ball;Snore;Uproar
174,Igglybuff,normal,fairy,90,30,15,40,20,15,2,0.3,1.0,0,Hyper Voice;Body Slam;Covet;Dig;Secret Power;Solar Beam;Mega Kick;Bounce;Round;Headbutt;Mud-Slap;Fire Blast;Flamethrower;Echoed Voice;Wild Charge;Zap Cannon;Last Resort;Facade;Rollout;Double-Edge;Incinerate;Water Pulse;Pound;Dream Eater;Mega Punch;Psychic;Icy Wind;Hidden Power;Shadow Ball;Snore;Uproar
175,Togepi,fairy,,35,20,65,40,65,20,2,0.3,1.5,0,Hyper Voice;Body Slam;Covet;Zen Headbutt;Secret Power;Stored Power;Solar Beam;Rock Smash;Mega Kick;Psyshock;Round;Headbutt;Extrasensory;Mud-Slap;Dazzling Gleam;Signal Beam;Fire Blast;Flamethrower;Echoed Voice;Peck;Ancient Power;Zap Cannon;Last Resort;Facade;Rollout;Double-Edge;Incinerate;Water Pulse;Mega Punch;Dream Eater;Psychic;Hidden Power;Shadow Ball;Snore;Uproar
176,Togetic,fairy,flying,55,40,85,80,105,40,2,0.6,3.2,0,Hyper Voice;Body Slam;Covet;Zen Headbutt;Focus Punch;Twister;Fly;Fairy Wind;Secret Power;Stored Power;Solar Beam;Ominous Wind;Rock Smash;Mega Kick;Psyshock;Round;Brick Break;Headbutt;Extrasensory;Mud-Slap;Steel Wing;Dazzling Gleam;Silver Wind;Signal Beam;Fire Blast;Flamethrower;Echoed Voice;Peck;Ancient Power;Retaliate;Heat Wave;Zap Cannon;Drain Punch;Last Resort;Sky Attack;Facade;Hyper Beam;Rollout;Double-Edge;Incinerate;Water Pulse;Mega Punch;Dream Eater;Psychic;Hidden Power;Air Cutter;Shadow Ball;Snore;Uproar;Giga Impact
177,Natu,psychic,flying,40,50,45,70,45,70,2,0.2,2.0,0,Zen Headbutt;Twister;U-turn;Secret Power;Stored Power;Solar Beam;Ominous Wind;Giga Drain;Psyshock;Round;Steel Wing;Dazzling Gleam;Silver Wind;Signal Beam;Synchronoise;Pluck;Peck;Heat Wave;Drill Peck;Sky Attack;Facade;Thief;Double-Edge;Quick Attack;Dream Eater;Psychic;Hidden Power;Air Cutter;Sucker Punch;Shadow Ball;Snore
178,Xatu,psychic,flying,65,75,70,95,70,95,2,1.5,15.0,0,Zen Headbutt;Twister;U-turn;Fly;Secret Power;Stored Power;Solar Beam;Ominous Wind;Giga Drain;Psyshock;Round;Steel Wing;Dazzling Gleam;Silver Wind;Air Slash;Signal Beam;Synchronoise;Pluck;Peck;Heat Wave;Drill Peck;Sky Attack;Facade;Hyper Beam;Thief;Double-Edge;Quick Attack;Foul Play;Dream Eater;Psychic;Hidden Power;Air Cutter;Sucker Punch;Shadow Ball;Snore;Giga Impact
179,Mareep,electric,,55,40,40,65,45,35,2,0.6,7.8,0,Thunder;Thunder Shock;Power Gem;Body Slam;Round;Double-Edge;Headbutt;Charge Beam;Iron Tail;Thunderbolt;Take Down;Hidden Power;Secret Power;Discharge;Zap Cannon;Signal Beam;Echoed Voice;Electroweb;Wild Charge;Facade;Snore
180,Flaaffy,electric,,70,55,55,80,60,45,2,0.8,13.3,0,Thunder Shock;Body Slam;Fire Punch;Focus Punch;Dynamic Punch;Thunderbolt;Take Down;Secret Power;Discharge;Power-Up Punch;Rock Smash;Mega Kick;Thunder;Power Gem;Round;Volt Switch;Brick Break;Headbutt;Iron Tail;Thunder Punch;Signal Beam;Echoed Voice;Electroweb;Wild Charge;Zap Cannon;Facade;Strength;Double-Edge;Charge Beam;Mega Punch;Hidden Power;Snore
181,Ampharos,electric,,90,95,105,165,110,45,2,1.4,61.5,0,Thunder Shock;Body Slam;Fire Punch;Focus Punch;Dynamic Punch;Thunderbolt;Take Down;Secret Power;Bulldoze;Discharge;Outrage;Power-Up Punch;Rock Smash;Mega Kick;Focus Blast;Thunder;Power Gem;Round;Volt Switch;Brick Break;Headbutt;Iron Tail;Thunder Punch;Signal Beam;Echoed Voice;Electroweb;Wild Charge;Rock Climb;Zap Cannon;Facade;Hyper Beam;Dragon Pulse;Strength;Double-Edge;Charge Beam;Mega Punch;Hidden Power;Brutal Swing;Snore;Giga Impact
182,Bellossom,grass,,75,80,95,90,100,50,2,0.4,5.8,0,Acid;Petal Dance;Round;Double-Edge;Energy Ball;Dazzling Gleam;Moonblast;Seed Bomb;Hidden Power;Secret Power;Cut;Infestation;Leaf Blade;Venoshock;Leaf Storm;Solar Beam;Drain Punch;Bullet Seed;Absorb;Petal Blizzard;Razor Leaf;Giga Drain;Snore;Hyper Beam;Sludge Bomb;Facade;Uproar;Mega Drain;Giga Impact
183,Marill,water,fairy,70,20,50,20,50,40,2,0.4,8.5,0,Hyper Voice;Body Slam;Covet;Focus Punch;Dig;Dynamic Punch;Bubble;Scald;Superpower;Secret Power;Power-Up Punch;Muddy Water;Ice Punch;Rock Smash;Mega Kick;Bounce;Round;Brick Break;Headbutt;Mud-Slap;Slam;Iron Tail;Aqua Jet;Ice Beam;Play Rough;Knock Off;Waterfall;Water Gun;Surf;Facade;Rollout;Aqua Tail;Strength;Double-Edge;Hydro Pump;Water Pulse;Mega Punch;Icy Wind;Hidden Power;Bubble Beam;Snore;Uproar;Dive
184,Azumarill,water,fairy,100,50,80,60,80,50,2,0.8,28.5,0,Hyper Voice;Body Slam;Covet;Focus Punch;Dig;Dynamic Punch;Bubble;Scald;Superpower;Secret Power;Bulldoze;Power-Up Punch;Muddy Water;Ice Punch;Rock Smash;Mega Kick;Focus Blast;Bounce;Round;Brick Break;Headbutt;Mud-Slap;Slam;Iron Tail;Aqua Jet;Ice Beam;Play Rough;Knock Off;Waterfall;Water Gun;Surf;Facade;Hyper Beam;Rollout;Aqua Tail;Strength;Double-Edge;Hydro Pump;Water Pulse;Mega Punch;Icy Wind;Hidden Power;Bubble Beam;Snore;Uproar;Giga Impact;Dive
185,Sudowoodo,rock,,70,100,115,30,65,30,2,1.2,38.0,0,Self-Destruct;Body Slam;Fire Punch;Covet;Focus Punch;Dig;Dynamic Punch;Secret Power;Bulldoze;Power-Up Punch;Explosion;Ice Punch;Wood Hammer;Rock Smash;Mega Kick;Round;Stone Edge;Brick Break;Headbutt;Rock Slide;Mud-Slap;Slam;Earthquake;Thunder Punch;Smack Down;Facade;Rollout;Strength;Thief;Double-Edge;Head Smash;Foul Play;Mega Punch;Hidden Power;Hammer Arm;Earth Power;Sucker Punch;Snore;Uproar
186,Politoed,water,,90,75,75,90,100,70,2,1.1,33.9,0,Hyper Voice;Body Slam;Focus Punch;Dig;Dynamic Punch;Bubble;Scald;Secret Power;Bulldoze;Power-Up Punch;Ice Punch;Rock Smash;Mega Kick;Focus Blast;Double Slap;Bounce;Round;Brick Break;Headbutt;Mud-Slap;Earthquake;Mud Bomb;Ice Ball;Ice Beam;Echoed Voice;Mud Shot;Wake-Up Slap;Waterfall;Payback;Water Gun;Surf;Facade;Hyper Beam;Strength;Thief;Double-Edge;Hydro Pump;Water Pulse;Mega Punch;Psychic;Icy Wind;Hidden Power;Bubble Beam;Snore;Giga Impact;Dive
187,Hoppip,grass,flying,35,35,40,35,55,50,2,0.4,0.5,0,Bounce;Round;Double-Edge;Headbutt;Energy Ball;U-turn;Dazzling Gleam;Confusion;Seed Bomb;Fairy Wind;Hidden Power;Secret Power;Silver Wind;Infestation;Solar Beam;Pay Day;Bullet Seed;Absorb;Facade;Giga Drain;Snore;Mega Drain;Acrobatics
188,Skiploom,grass,flying,55,45,50,45,65,80,2,0.6,1.0,0,Bounce;Round;Double-Edge;Headbutt;Energy Ball;U-turn;Dazzling Gleam;Confusion;Seed Bomb;Fairy Wind;Hidden Power;Secret Power;Silver Wind;Infestation;Solar Beam;Pay Day;Bullet Seed;Absorb;Facade;Giga Drain;Snore;Mega Drain;Acrobatics
189,Jumpluff,grass,flying,75,55,70,55,95,110,2,0.8,3.0,0,Bounce;Round;Double-Edge;Headbutt;Energy Ball;U-turn;Dazzling Gleam;Confusion;Seed Bomb;Fairy Wind;Hidden Power;Secret Power;Silver Wind;Infestation;Solar Beam;Pay Day;Bullet Seed;Absorb;Facade;Giga Drain;Snore;Hyper Beam;Mega Drain;Giga Impact;Acrobatics
190,Aipom,normal,,55,70,55,40,55,85,2,0.8,11.5,0,Fake Out;Body Slam;Fire Punch;Covet;Focus Punch;Dig;Dynamic Punch;U-turn;Thunderbolt;Fury Swipes;Secret Power;Power-Up Punch;Solar Beam;Ice Punch;Rock Smash;Mega Kick;Thunder;Double Slap;Bounce;Round;Brick Break;Headbutt;Mud-Slap;Shadow Claw;Slam;Iron Tail;Scratch;Seed Bomb;Pursuit;Thunder Punch;Double Hit;Knock Off;Payback;Retaliate;Cut;Astonish;Zap Cannon;Last Resort;Facade;Strength;Thief;Revenge;Double-Edge;Tail Slap;Foul Play;Water Pulse;Mega Punch;Dream Eater;Hidden Power;Fury Cutter;Low Sweep;Shadow Ball;Snore;Uproar;Acrobatics
191,Sunkern,grass,,30,30,30,30,30,30,2,0.3,1.8,0,Round;Double-Edge;Energy Ball;Seed Bomb;Hidden Power;Secret Power;Cut;Solar Beam;Earth Power;Bullet Seed;Absorb;Razor Leaf;Sludge Bomb;Giga Drain;Snore;Facade;Uproar;Mega Drain
192,Sunflora,grass,,75,75,55,105,85,30,2,0.8,8.5,0,Petal Dance;Round;Double-Edge;Energy Ball;Pound;Seed Bomb;Hidden Power;Secret Power;Cut;Leaf Storm;Solar Beam;Earth Power;Bullet Seed;Absorb;Petal Blizzard;Razor Leaf;Hyper Beam;Giga Drain;Snore;Sludge Bomb;Facade;Uproar;Mega Drain;Giga Impact
193,Yanma,bug,flying,65,65,45,75,45,95,2,1.2,38.0,0,Thief;Round;Double-Edge;Quick Attack;Headbutt;Ancient Power;Wing Attack;Bug Bite;Steel Wing;Feint;U-turn;Dream Eater;Bug Buzz;Leech Life;Psychic;Hidden Power;Pursuit;Silver Wind;Secret Power;Air Cutter;Solar Beam;Air Slash;Signal Beam;Ominous Wind;Shadow Ball;Facade;Giga Drain;Snore;Uproar
194,Wooper,water,ground,55,45,45,25,25,15,2,0.4,8.5,0,Body Slam;Dig;Dynamic Punch;Scald;Secret Power;Bulldoze;Power-Up Punch;Muddy Water;Ice Punch;Rock Smash;Sludge Wave;Sludge Bomb;Round;Headbutt;Mud-Slap;Slam;Iron Tail;Earthquake;Mud Bomb;Ice Beam;Mud Shot;Waterfall;Ancient Power;Water Gun;Surf;Facade;Rollout;Aqua Tail;Double-Edge;Water Pulse;Icy Wind;Hidden Power;Infestation;Acid Spray;Earth Power;Snore;Double Kick;Dive
195,Quagsire,water,ground,95,85,85,65,65,35,2,1.4,75.0,0,Body Slam;Focus Punch;Dig;Dynamic Punch;Scald;Secret Power;Bulldoze;Power-Up Punch;Muddy Water;Ice Punch;Rock Smash;Mega Kick;Sludge Wave;Sludge Bomb;Focus Blast;Round;Brick Break;Stone Edge;Headbutt;Mud-Slap;Rock Slide;Slam;Iron Tail;Earthquake;Mud Bomb;Ice Beam;Mud Shot;Waterfall;Ancient Power;Water Gun;Surf;Facade;Hyper Beam;Rollout;Aqua Tail;Strength;Thief;Double-Edge;Water Pulse;Mega Punch;Icy Wind;Hidden Power;Infestation;Acid Spray;Earth Power;Snore;Double Kick;Giga Impact;Dive
196,Espeon,psychic,,65,65,60,130,95,110,2,0.9,26.5,0,Hyper Voice;Body Slam;Covet;Zen Headbutt;Dig;Confusion;Take Down;Secret Power;Stored Power;Psyshock;Psybeam;Round;Headbutt;Mud-Slap;Dazzling Gleam;Iron Tail;Bite;Signal Beam;Synchronoise;Echoed Voice;Retaliate;Cut;Zap Cannon;Last Resort;Facade;Hyper Beam;Double-Edge;Quick Attack;Dream Eater;Psychic;Hidden Power;Shadow Ball;Snore;Giga Impact
197,Umbreon,dark,,95,65,110,60,130,65,2,1.0,27.0,0,Hyper Voice;Body Slam;Covet;Dig;Take Down;Secret Power;Stored Power;Round;Assurance;Headbutt;Mud-Slap;Iron Tail;Pursuit;Bite;Synchronoise;Dark Pulse;Echoed Voice;Payback;Retaliate;Cut;Zap Cannon;Last Resort;Facade;Hyper Beam;Snarl;Double-Edge;Quick Attack;Foul Play;Dream Eater;Psychic;Hidden Power;Sucker Punch;Shadow Ball;Snore;Giga Impact
198,Murkrow,dark,flying,60,85,42,85,42,91,2,0.5,2.1,0,Twister;Fly;Secret Power;Ominous Wind;Round;Assurance;Steel Wing;Mud-Slap;Pursuit;Dark Pulse;Pluck;Peck;Payback;Retaliate;Heat Wave;Astonish;Drill Peck;Sky Attack;Facade;Snarl;Thief;Double-Edge;Quick Attack;Wing Attack;Foul Play;Dream Eater;Psychic;Icy Wind;Hidden Power;Brave Bird;Air Cutter;Sucker Punch;Shadow Ball;Snore;Uproar
199,Slowking,water,psychic,95,75,80,100,110,30,2,2.0,79.5,0,Body Slam;Zen Headbutt;Focus Punch;Dig;Dynamic Punch;Confusion;Scald;Secret Power;Bulldoze;Power-Up Punch;Belch;Ice Punch;Rock Smash;Mega Kick;Focus Blast;Psyshock;Power Gem;Round;Avalanche;Brick Break;Headbutt;Mud-Slap;Iron Tail;Brine;Earthquake;Ice Beam;Signal Beam;Fire Blast;Flamethrower;Echoed Voice;Water Gun;Surf;Zap Cannon;Drain Punch;Facade;Hyper Beam;Aqua Tail;Stomp;Strength;Double-Edge;Incinerate;Foul Play;Water Pulse;Mega Punch;Dream Eater;Psychic;Icy Wind;Hidden Power;Fury Cutter;Dragon Tail;Shadow Ball;Snore;Giga Impact;Dive
200,Misdreavus,ghost,,60,60,60,85,85,85,2,0.7,1.0,0,Shadow Sneak;Hyper Voice;Thunderbolt;Secret Power;Ominous Wind;Thunder;Power Gem;Psybeam;Round;Headbutt;Dazzling Gleam;Hex;Dark Pulse;Echoed Voice;Payback;Astonish;Zap Cannon;Facade;Thief;Double-Edge;Charge Beam;Foul Play;Dream Eater;Psychic;Icy Wind;Hidden Power;Sucker Punch;Shadow Ball;Snore;Uproar
201,Unown,psychic,,48,72,48,72,48,48,2,0.5,5.0,0,Hidden Power
202,Wobbuffet,psychic,,190,33,58,33,58,33,2,1.3,28.5,0,
203,Girafarig,normal,psychic,70,80,65,90,65,85,2,1.5,41.5,0,Hyper Voice;Body Slam;Zen Headbutt;Thunderbolt;Confusion;Take Down;Secret Power;Bulldoze;Rock Smash;Thunder;Psyshock;Psybeam;Round;Assurance;Headbutt;Mud-Slap;Dazzling Gleam;Iron Tail;Earthquake;Signal Beam;Double Hit;Echoed Voice;Crunch;Retaliate;Energy Ball;Astonish;Zap Cannon;Facade;Stomp;Strength;Psychic Fangs;Thief;Double-Edge;Charge Beam;Foul Play;Dream Eater;Psychic;Hidden Power;Sucker Punch;Shadow Ball;Snore;Double Kick;Uproar
204,Pineco,bug,,50,65,90,35,35,15,2,0.6,7.2,0,Strength;Self-Destruct;Body Slam;Revenge;Round;Double-Edge;Headbutt;Rock Slide;Payback;Bug Bite;Dig;Rapid Spin;Take Down;Earthquake;Hidden Power;Secret Power;Bulldoze;Struggle Bug;Venoshock;Solar Beam;Explosion;Drill Run;Rock Smash;Facade;Giga Drain;Rollout;Snore
205,Forretress,bug,steel,75,90,140,60,60,40,2,1.2,125.8,0,Self-Destruct;Body Slam;Dig;Take Down;Secret Power;Bulldoze;Struggle Bug;Venoshock;Solar Beam;Explosion;Rock Smash;Giga Drain;Round;Volt Switch;Headbutt;Rock Slide;Earthquake;Drill Run;Signal Beam;Flash Cannon;Payback;Rapid Spin;Mirror Shot;Zap Cannon;Facade;Hyper Beam;Rollout;Strength;Revenge;Double-Edge;Bug Bite;Hidden Power;Snore;Giga Impact
206,Dunsparce,normal,,100,70,70,65,65,45,2,1.5,14.0,0,Body Slam;Zen Headbutt;Dig;Thunderbolt;Take Down;Secret Power;Bulldoze;Solar Beam;Rock Smash;Thunder;Round;Headbutt;Rock Slide;Mud-Slap;Poison Jab;Iron Tail;Earthquake;Pursuit;Bite;Drill Run;Hex;Air Slash;Ice Beam;Fire Blast;Flamethrower;Wild Charge;Rage;Ancient Power;Retaliate;Astonish;Zap Cannon;Last Resort;Facade;Rollout;Aqua Tail;Strength;Dragon Rush;Thief;Double-Edge;Charge Beam;Incinerate;Water Pulse;Dream Eater;Hidden Power;Shadow Ball;Snore
207,Gligar,ground,flying,65,75,105,35,65,85,2,1.1,64.8,0,Dig;Feint;U-turn;Secret Power;Bulldoze;Night Slash;Struggle Bug;Venoshock;Rock Smash;Sludge Bomb;Round;Brick Break;Stone Edge;Headbutt;Rock Slide;Steel Wing;Poison Jab;Iron Tail;Earthquake;False Swipe;Slash;Dark Pulse;Rock Climb;Poison Tail;X-Scissor;Knock Off;Payback;Poison Sting;Cut;Facade;Aqua Tail;Strength;Thief;Double-Edge;Quick Attack;Cross Poison;Sky Uppercut;Wing Attack;Bug Bite;Metal Claw;Dream Eater;Hidden Power;Fury Cutter;Earth Power;Snore;Acrobatics
208,Steelix,steel,ground,75,125,230,55,95,30,2,9.2,400.0,0,Self-Destruct;Body Slam;Thunder Fang;Twister;Dig;Secret Power;Bulldoze;Explosion;Rock Smash;Round;Iron Head;Stone Edge;Headbutt;Rock Slide;Mud-Slap;Slam;Iron Tail;Earthquake;Flash Cannon;Dark Pulse;Smack Down;Rock Climb;Fire Fang;Rage;Crunch;Ancient Power;Payback;Cut;Facade;Hyper Beam;Rollout;Aqua Tail;Dragon Pulse;Strength;Dragon Breath;Double-Edge;Hidden Power;Brutal Swing;Earth Power;Dragon Tail;Snore;Ice Fang;Giga Impact
209,Snubbull,fairy,,60,80,50,40,40,30,2,0.6,7.8,0,Hyper Voice;Body Slam;Fire Punch;Covet;Thunder Fang;Focus Punch;Dig;Dynamic Punch;Overheat;Thunderbolt;Take Down;Superpower;Secret Power;Bulldoze;Power-Up Punch;Solar Beam;Ice Punch;Rock Smash;Mega Kick;Sludge Bomb;Thunder;Round;Brick Break;Headbutt;Mud-Slap;Dazzling Gleam;Earthquake;Thunder Punch;Bite;Fire Blast;Flamethrower;Wild Charge;Play Rough;Fire Fang;Rage;Crunch;Payback;Retaliate;Lick;Zap Cannon;Last Resort;Facade;Snarl;Strength;Thief;Double-Edge;Incinerate;Water Pulse;Mega Punch;Hidden Power;Smelling Salts;Shadow Ball;Snore;Ice Fang;Close Combat
210,Granbull,fairy,,90,120,75,60,60,45,2,1.4,48.7,0,Hyper Voice;Body Slam;Fire Punch;Covet;Thunder Fang;Focus Punch;Dig;Dynamic Punch;Overheat;Thunderbolt;Take Down;Superpower;Secret Power;Bulldoze;Outrage;Solar Beam;Power-Up Punch;Ice Punch;Rock Smash;Mega Kick;Sludge Bomb;Focus Blast;Thunder;Round;Brick Break;Stone Edge;Headbutt;Rock Slide;Mud-Slap;Dazzling Gleam;Iron Tail;Earthquake;Thunder Punch;Bite;Fire Blast;Flamethrower;Wild Charge;Rock Climb;Play Rough;Fire Fang;Rage;Crunch;Payback;Retaliate;Lick;Zap Cannon;Last Resort;Facade;Hyper Beam;Snarl;Strength;Thief;Double-Edge;Incinerate;Water Pulse;Mega Punch;Hidden Power;Smelling Salts;Shadow Ball;Snore;Ice Fang;Close Combat;Giga Impact
211,Qwilfish,water,poison,65,95,85,55,55,85,2,0.5,3.9,0,Self-Destruct;Bubble;Scald;Take Down;Secret Power;Venoshock;Explosion;Sludge Wave;Sludge Bomb;Fell Stinger;Bounce;Round;Headbutt;Poison Jab;Brine;Aqua Jet;Signal Beam;Ice Beam;Waterfall;Payback;Poison Sting;Water Gun;Surf;Astonish;Facade;Rollout;Aqua Tail;Revenge;Double-Edge;Hydro Pump;Water Pulse;Icy Wind;Hidden Power;Acid Spray;Bubble Beam;Shadow Ball;Snore;Dive
212,Scizor,bug,steel,70,150,140,65,100,75,2,1.8,118.0,0,Feint;U-turn;Bug Buzz;Superpower;Secret Power;Night Slash;Struggle Bug;Venoshock;Ominous Wind;Rock Smash;Vacuum Wave;Round;Iron Head;Brick Break;Headbutt;Steel Wing;Pursuit;False Swipe;Silver Wind;Slash;Air Slash;Flash Cannon;Double Hit;X-Scissor;Knock Off;Cut;Facade;Hyper Beam;Strength;Thief;Double-Edge;Quick Attack;Wing Attack;Bug Bite;Metal Claw;Hidden Power;Brutal Swing;Fury Cutter;Bullet Punch;Snore;Giga Impact;Acrobatics
213,Shuckle,bug,rock,20,10,230,10,230,5,2,0.6,20.5,0,Acid;Strength;Constrict;Body Slam;Round;Knock Off;Double-Edge;Stone Edge;Headbutt;Rock Slide;Mud-Slap;Bug Bite;Ancient Power;Dig;Earthquake;Hidden Power;Secret Power;Bulldoze;Infestation;Struggle Bug;Venoshock;Earth Power;Rock Smash;Smack Down;Sludge Wave;Sludge Bomb;Facade;Rollout;Snore
214,Heracross,bug,fighting,80,185,115,40,105,75,2,1.5,54.0,0,Horn Attack;Body Slam;Focus Punch;Dig;Feint;Take Down;Secret Power;Bulldoze;Night Slash;Chip Away;Struggle Bug;Venoshock;Rock Smash;Arm Thrust;Vacuum Wave;Focus Blast;Round;Stone Edge;Brick Break;Headbutt;Rock Slide;Shadow Claw;Earthquake;Pursuit;False Swipe;Smack Down;Knock Off;Retaliate;Fury Attack;Cut;Bullet Seed;Megahorn;Facade;Hyper Beam;Strength;Thief;Revenge;Double-Edge;Bug Bite;Hidden Power;Brutal Swing;Fury Cutter;Snore;Close Combat;Giga Impact
215,Sneasel,dark,ice,55,95,55,35,75,115,2,0.9,28.0,0,Fake Out;Focus Punch;Dig;Feint;Dynamic Punch;Fury Swipes;Secret Power;Ice Shard;Power-Up Punch;Ice Punch;Rock Smash;Crush Claw;Round;Avalanche;Brick Break;Headbutt;Mud-Slap;Shadow Claw;Poison Jab;Iron Tail;Scratch;Pursuit;False Swipe;Bite;Slash;Ice Beam;Double Hit;Dark Pulse;X-Scissor;Throat Chop;Knock Off;Payback;Retaliate;Cut;Surf;Facade;Snarl;Icicle Crash;Strength;Thief;Double-Edge;Quick Attack;Metal Claw;Foul Play;Dream Eater;Icy Wind;Hidden Power;Fury Cutter;Low Sweep;Shadow Ball;Snore
216,Teddiursa,normal,,60,80,50,50,50,40,2,0.6,8.8,0,Hyper Voice;Body Slam;Fire Punch;Covet;Focus Punch;Dig;Dynamic Punch;Take Down;Superpower;Fury Swipes;Secret Power;Bulldoze;Night Slash;Chip Away;Power-Up Punch;Ice Punch;Rock Smash;Mega Kick;Round;Brick Break;Headbutt;Mud-Slap;Shadow Claw;Rock Slide;Scratch;Earthquake;Seed Bomb;Thunder Punch;Cross Chop;Slash;Play Rough;Crunch;Payback;Retaliate;Cut;Lick;Thrash;Zap Cannon;Last Resort;Facade;Rollout;Strength;Thief;Double-Edge;Metal Claw;Mega Punch;Hidden Power;Fury Cutter;Snore;Close Combat
217,Ursaring,normal,,90,130,75,75,75,55,2,1.8,125.8,0,Hyper Voice;Body Slam;Fire Punch;Covet;Focus Punch;Dig;Dynamic Punch;Take Down;Superpower;Fury Swipes;Secret Power;Bulldoze;Night Slash;Chip Away;Power-Up Punch;Ice Punch;Rock Smash;Mega Kick;Focus Blast;Round;Avalanche;Brick Break;Stone Edge;Headbutt;Mud-Slap;Rock Slide;Shadow Claw;Scratch;Earthquake;Seed Bomb;Thunder Punch;Cross Chop;Slash;Smack Down;Rock Climb;Play Rough;Crunch;Payback;Retaliate;Cut;Lick;Thrash;Zap Cannon;Last Resort;Facade;Hyper Beam;Rollout;Strength;Thief;Double-Edge;Metal Claw;Mega Punch;Hidden Power;Fury Cutter;Hammer Arm;Snore;Close Combat;Uproar;Giga Impact
218,Slugma,fire,,40,40,40,70,40,20,2,0.7,35.0,0,Self-Destruct;Body Slam;Round;Double-Edge;Incinerate;Rock Slide;Ancient Power;Mud-Slap;Flame Burst;Overheat;Ember;Heat Wave;Hidden Power;Secret Power;Flame Charge;Infestation;Earth Power;Fire Blast;Flamethrower;Rock Smash;Smog;Inferno;Facade;Snore;Rollout;Lava Plume
219,Magcargo,fire,rock,60,50,120,90,80,30,2,0.8,55.0,0,Self-Destruct;Body Slam;Flame Burst;Overheat;Secret Power;Bulldoze;Solar Beam;Explosion;Rock Smash;Smog;Inferno;Round;Stone Edge;Rock Slide;Mud-Slap;Earthquake;Flame Charge;Fire Blast;Flamethrower;Smack Down;Ancient Power;Heat Wave;Facade;Hyper Beam;Rollout;Lava Plume;Strength;Double-Edge;Incinerate;Ember;Hidden Power;Infestation;Earth Power;Snore;Giga Impact
220,Swinub,ice,ground,50,50,40,30,30,50,2,0.4,6.5,0,Strength;Body Slam;Round;Double-Edge;Avalanche;Headbutt;Ancient Power;Mud-Slap;Rock Slide;Dig;Freeze-Dry;Take Down;Earthquake;Icy Wind;Superpower;Hidden Power;Secret Power;Ice Shard;Bulldoze;Mud Bomb;Bite;Ice Beam;Earth Power;Rock Smash;Mud Shot;Facade;Powder Snow;Snore;Icicle Crash;Icicle Spear
221,Piloswine,ice,ground,100,100,80,60,60,50,2,1.1,55.8,0,Peck;Strength;Horn Attack;Body Slam;Round;Double-Edge;Avalanche;Stone Edge;Headbutt;Ancient Power;Mud-Slap;Rock Slide;Dig;Freeze-Dry;Take Down;Earthquake;Icy Wind;Superpower;Fury Attack;Hidden Power;Ice Shard;Secret Power;Bulldoze;Thrash;Mud Bomb;Bite;Ice Beam;Earth Power;Rock Smash;Mud Shot;Facade;Powder Snow;Snore;Ice Fang;Hyper Beam;Icicle Crash;Icicle Spear;Giga Impact
